ForecastID,StateName,Confirmed error%,Deaths error%,Label,truthConfirmed,truthDeaths,forecastConfirmed,forecastDeaths
40,South Dakota,0.10409758561032847,0.6950777947497636,----------,13749,167,13763.312377045564,168.1607799172321
41,Tennessee,0.06660837214511597,0.7760550408825088,----------,156329,1781,156433.12820209074,1767.1784597218825
42,Texas,0.14953675222444757,0.05581442887262031,----------,637721,12919,636767.3727283467,12926.210666066054
43,Utah,0.07570696729629041,0.36674816625916873,----------,52403,409,52442.672722072275,407.5
44,Vermont,0.1487098829846118,0.0,----------,1635,58,1632.5685934132016,58.0
45,Virginia,0.03490080300170786,0.9140242342366501,----------,121593,2612,121550.56306660613,2588.1256870017387
46,Washington,0.30646852039658706,0.41876860416764883,----------,74939,1931,75168.6644445,1922.9135782535227
47,West Virginia,1.246663901091794,1.9755208190385152,----------,10513,224,10381.93822407822,219.57483336535373
48,Wisconsin,0.529831749075601,0.2701436243220626,----------,76584,1130,76178.23365328794,1126.9473770451607
49,Wyoming,0.3350754411610952,1.3513513513513513,----------,3874,37,3886.980822590581,37.5
50,Alabama,0.31883515331513707,0.37124478790392573,----------,128239,2217,128647.8710122598,2225.23049694783
51,Alaska,0.3449247507609432,2.5589270186850985,----------,5362,39,5380.494865135802,38.00201846271281
52,Arizona,0.09444458136406216,0.3446967743525891,----------,202861,5065,202669.40877779905,5047.541108379041
53,Arkansas,0.44954447773437295,0.4952156727722522,----------,62112,841,62391.221066010374,836.8352361919854
54,California,0.1067976326072942,1.1104404643821664,----------,721281,13317,722051.3110324462,13169.122643358227
55,Colorado,0.10928659854435362,0.3022037925708228,----------,57999,1952,57935.61486571026,1946.1009819690175
56,Connecticut,0.17347201374147558,0.02238638907544213,----------,53108,4467,53015.87248294218,4466.0
57,Delaware,0.12386980867774158,0.0,----------,17549,606,17570.737912724857,606.0
58,Florida,0.954107667001377,0.97580596840248,----------,633442,11501,627398.2813119931,11613.22744442597
59,Georgia,0.19828026377438288,0.11691438438342461,----------,274613,5795,274068.49661924125,5788.2248114249805
60,Hawaii,2.435769102435769,1.3333333333333335,----------,8991,75,8772.0,74.0
61,Idaho,0.14986877903159576,0.06778556824322608,----------,32664,372,32615.04686201712,371.7478376861352
62,Illinois,0.009238479972174526,0.22922242322457315,----------,240344,8300,240321.79586769568,8280.97453887236
63,Indiana,0.3945392754833171,0.7446920645001966,----------,95750,3325,96127.77135627528,3300.2389888553685
64,Iowa,0.10557677577546659,0.4698545962117628,----------,66463,1133,66392.83050751635,1138.3234525750793
65,Kansas,0.3960282248090249,0.3558606978521318,----------,43847,461,43673.35350426799,459.3594821829017
66,Kentucky,1.1058746984118024,1.5112776622040995,----------,49991,966,49438.162179516956,951.4010577831084
67,Louisiana,0.08106671770115138,0.061445773106727906,----------,149838,5004,149716.53125153095,5000.925253513739
68,Maine,0.040479559326132404,0.0,----------,4568,133,4569.849106270018,133.0
69,Maryland,0.03568813421327008,0.027069232681445624,----------,109319,3766,109279.9860885594,3767.0194273027832
70,Massachusetts,0.1084887296089361,0.2908237596326642,----------,129182,9060,129041.85208931658,9086.34863262272
71,Michigan,0.02171660835248979,0.061735188510751576,----------,114468,6781,114443.14143275107,6785.186263132914
72,Minnesota,0.3278141549833669,0.20514610108378997,----------,77085,1882,77337.69554136893,1878.139150377603
73,Mississippi,0.26798257931374425,0.15514120885964133,----------,84365,2526,84138.91649696196,2529.9188669357945
74,Missouri,0.0765370630257892,0.5813537665563108,----------,88216,1578,88148.48206448117,1568.8262375637414
75,Montana,0.6204860862768673,0.24530528277097638,----------,7691,109,7643.278415104446,108.73261724177964
76,Nebraska,0.3860941270938716,1.1510502036045942,----------,34995,399,34859.8863602235,403.59269031238233
77,Nevada,0.4152192227055591,2.022034879359235,----------,69872,1336,70162.12197528883,1308.9856140117606
78,New Hampshire,0.0022278813092042903,0.23148148148148145,----------,7309,432,7309.16283584489,433.0
79,New Jersey,0.05761413749098808,0.11275369581558506,----------,192595,15964,192484.03805189923,15946.0
80,New Mexico,0.12195676823244062,0.33729982401801356,----------,25612,790,25580.764432520307,787.3353313902577
81,New York,0.06487334424499916,0.23368311659106053,----------,436218,32972,435935.01079520135,33049.049997202404
82,North Carolina,0.053281041517735994,1.0933749977182208,----------,170553,2779,170462.12758526026,2748.6151088134106
83,North Dakota,0.551728692771564,0.8464451205747723,----------,12267,148,12199.319441257712,146.74726122154934
84,Ohio,0.43519691301155544,0.6258650186292484,----------,125767,4176,125219.66589841276,4149.863876822043
85,Oklahoma,0.10850270794728326,0.8494496505123461,----------,60118,821,60183.22965796375,814.0260183692936
86,Oregon,0.4647093988893857,0.15429489254383963,----------,27075,468,27200.8200697493,468.72210009710517
87,Pennsylvania,0.3344575954224238,0.2894258403869416,----------,140532,7705,140061.98005200096,7682.699738998186
88,Rhode Island,0.12818194440045194,0.16381897004600054,----------,22078,1051,22106.30000968473,1049.2782626248165
89,South Carolina,0.31271596816089475,0.5939796429039008,----------,120503,2794,120879.83212311292,2777.404208777265
90,South Dakota,0.2129481288359846,1.018154664736321,----------,14003,169,14032.819126480903,170.72068138340438
91,Tennessee,0.07530370427471228,1.0639190234482463,----------,157831,1797,157949.85258949382,1777.881375148635
92,Texas,0.3302908901104059,0.005713820387877154,----------,641855,13104,639735.0114072819,13104.748739023627
93,Utah,0.032438579029946034,0.3597560975609812,----------,52822,410,52804.8652937848,408.525
94,Vermont,0.24711959721832322,0.0,----------,1637,58,1641.045347806464,58.0
95,Virginia,0.012429121398773417,1.6624537447095449,----------,122518,2641,122533.22791095535,2597.094596602221
96,Washington,0.3631130829270622,0.21014101703369978,----------,75377,1935,75650.70374851793,1930.933771320398
97,West Virginia,1.3296174253524322,4.060344348007907,----------,10658,233,10516.289374805938,223.53939766914158
98,Wisconsin,0.2857401876855222,0.8788141160550325,----------,77129,1142,76908.61145064003,1131.9639427946515
99,Wyoming,0.29808036809447797,7.317073170731707,---BAD!---,3911,41,3922.657923196175,38.0
100,Alabama,0.508596426670745,0.6414391280947659,----------,129285,2233,129942.53889022127,2247.323335730356
101,Alaska,0.3952095576023087,3.7449538432179708,----------,5464,40,5442.40574977261,38.50201846271281
102,Arizona,0.4250753963555691,1.352377234019439,----------,203953,5130,203086.04597687093,5060.623047894803
103,Arkansas,0.14906765646358133,0.32924617886953605,----------,63081,861,62986.96663162621,863.8348096000667
104,California,0.002901702212556566,1.8489389500829356,----------,726018,13493,725996.9331196304,13243.52266746531
105,Colorado,0.11488587256892366,0.42961729058733816,----------,58267,1955,58200.059448630265,1946.6009819690175
106,Connecticut,0.21010697909261225,0.03357206803939123,----------,53209,4468,53097.20417749461,4466.5
107,Delaware,0.06670264150219422,0.08250825082508251,----------,17653,606,17641.224982695618,606.5
108,Florida,1.2000828025246097,1.3768614447458023,----------,637013,11650,629368.3165371539,11810.404358312886
109,Georgia,0.4789590813244232,0.16460964306105766,----------,277288,5868,275959.90394257713,5858.340706145177
110,Hawaii,3.0428167789610954,3.79746835443038,----------,9202,79,8922.0,76.0
111,Idaho,0.13792887873481569,1.4985355498023916,----------,32927,372,32881.58415809899,377.5745522452649
112,Illinois,0.24074698146340115,0.29711259018026365,----------,241704,8324,242285.8950840763,8299.268347993395
113,Indiana,0.25788779506982723,0.9125391430399343,----------,96854,3332,97103.77464503693,3301.5941957539094
114,Iowa,0.9468297457250684,1.011305124077321,----------,67691,1136,67050.08147682124,1147.4884262095184
115,Kansas,0.39708588302631764,1.2904837040252792,----------,44394,471,44217.7176930893,464.92182175404093
116,Kentucky,1.6389362225435529,1.231316126414234,----------,50885,976,50051.02730315871,963.9823546061971
117,Louisiana,0.13058004185027447,0.09044077710083062,----------,150651,5021,150454.27986115214,5025.541031418233
118,Maine,0.5788194177113184,0.37593984962406013,----------,4618,133,4591.270119290091,133.5
119,Maryland,0.19394491870036365,0.14891265691484176,----------,110012,3778,109798.63731603936,3772.3740798217573
120,Massachusetts,6.359719435455463,0.24547034388947794,---BAD!---,121546,9077,129275.9845850187,9099.281343114848
121,Michigan,0.07738218375253499,0.17171343705995176,----------,115242,6791,115152.8232237999,6802.661059510741
122,Minnesota,0.013454694012098818,0.2668417392664357,----------,78123,1889,78112.48878939693,1883.959359545257
123,Mississippi,0.3899220323620173,0.9094483787723043,----------,85116,2536,84784.11396293475,2559.0636108856656
124,Missouri,0.2259996294589007,0.15580643823982354,----------,89639,1586,89436.41619214934,1583.5289098895164
125,Montana,1.358571223140452,0.8432000224746719,----------,7871,111,7764.066859026615,111.93595202494689
126,Nebraska,0.895706105743923,0.7369526129642956,----------,35469,404,35151.30200135369,406.97728855637575
127,Nevada,0.5818659853072321,3.1358336275627416,----------,70223,1363,70631.6037508623,1320.2585876563198
128,New Hampshire,0.28704611076678477,0.3472222222222222,----------,7347,432,7325.910722241964,433.5
129,New Jersey,0.13406570468843237,0.12823881407337984,----------,192973,15971,192714.2893876916,15950.51897900434
130,New Mexico,0.46104722816980237,0.08169496286091285,----------,25812,791,25692.99448946481,791.6462071562298
131,New York,0.14838223385401986,0.3739625513978809,----------,437107,32976,436458.4108690677,33099.317890948965
132,North Carolina,0.09107702522108739,1.0976738929601237,----------,172201,2803,172044.16445179904,2772.2322007803277
133,North Dakota,1.7012820765373557,0.49166675520969727,----------,12629,150,12414.145086554097,149.26249986718545
134,Ohio,0.6661511254477507,1.6832718299790994,----------,127112,4226,126265.24198142086,4154.864932465083
135,Oklahoma,0.1487921502223595,1.540585389888984,----------,61027,835,60936.1966144838,822.136111994427
136,Oregon,0.3907538148986662,0.7659489227393608,----------,27336,470,27442.8164628407,473.599959936875
137,Pennsylvania,0.6237365220507242,0.3561096915228042,----------,141570,7724,140686.9762057328,7696.494087426779
138,Rhode Island,0.21864440124828155,0.49495140996999676,----------,22143,1055,22191.414429768407,1049.7782626248165
139,South Carolina,0.10787594754239126,0.005863045161778357,----------,121696,2807,121827.28071312119,2806.835424322309
140,South Dakota,0.21327635038165899,2.543414249760644,----------,14337,169,14306.422569645782,173.2983700820955
141,Tennessee,0.04396221722512516,0.8586002554774979,----------,159546,1815,159475.860040906,1799.4164053630834
142,Texas,0.21711717926841198,0.12988425459595979,----------,645422,13296,644020.6779592222,13278.730589508921
143,Utah,0.2803779118307298,1.0624143877600367,----------,53326,414,53176.485674737145,409.60160443467345
144,Vermont,0.7646578280292516,0.0,----------,1637,58,1649.5174486448389,58.0
145,Virginia,0.09494315763070695,1.7408288168267707,----------,123637,2652,123519.61512820012,2605.833219777754
146,Washington,0.3854882635105738,0.31478793359337826,----------,75856,1945,76148.41597716858,1938.8773746916088
147,West Virginia,1.8764785745176034,5.154156483937614,---BAD!---,10855,240,10651.308250736114,227.63002443854973
148,Wisconsin,0.3373659844027436,0.7898978745434955,----------,77856,1146,77593.3403391834,1136.9477703577315
149,Wyoming,0.4477674620243755,6.097560975609756,---BAD!---,3941,41,3958.6465156783806,38.5
150,Alabama,0.6533908372206614,0.15585508742876378,----------,130393,2266,131244.97591437714,2269.531676281136
151,Alaska,1.416546319216665,2.4949538432179708,----------,5584,40,5504.900053534941,39.00201846271281
152,Arizona,0.5748472449298199,1.9082684610219922,----------,204681,5171,203504.3969106052,5072.323437880553
153,Arkansas,0.9172626231252445,2.0625885912392956,----------,64175,873,63586.346711609374,891.006398401519
154,California,0.014816240916130013,2.343089387703275,----------,730662,13638,730553.7433577974,13318.449469305027
155,Colorado,0.3382281550702571,0.40404184301700563,----------,58267,1955,58464.07539911479,1947.1009819690175
156,Connecticut,0.3466413417833719,0.022381378692927483,----------,53365,4468,53180.0148479573,4467.0
157,Delaware,0.23048317234759833,0.16501650165016502,----------,17752,606,17711.084627244854,607.0
158,Florida,1.3849430831223606,2.0444097115903594,----------,640211,11750,631344.4420381115,11990.218141111867
159,Georgia,0.527959201258579,0.22569964794701963,----------,279354,5931,277879.1248529161,5944.386246119738
160,Hawaii,4.2330835004750345,3.7037037037037033,----------,9473,81,9072.0,78.0
161,Idaho,0.13233216622756128,0.37929582204968715,----------,33193,382,33149.074984064086,383.4489100402298
162,Illinois,1.2405955610256552,0.5908641860429056,----------,247298,8362,244230.03198949478,8312.591936763092
163,Indiana,0.2038666078412504,1.4133866033325966,----------,97884,3350,98083.55279041933,3302.651548788358
164,Iowa,1.4961679279744788,0.13288191762153403,----------,68744,1158,67715.47431959322,1156.4612273939426
165,Kansas,1.2161628261677886,1.5784153502696217,----------,45365,478,44813.28773390898,470.4551746257112
166,Kentucky,1.950544779491362,1.0582595177620344,----------,51677,987,50669.01697430225,976.5549785596887
167,Louisiana,0.20050823234066695,0.2945603793284173,----------,151473,5035,151169.28416522662,5049.831115099186
168,Maine,0.43744997384215467,0.0,----------,4633,134,4612.732942711893,134.0
169,Maryland,0.4644073860592022,0.30768946629696187,----------,110831,3789,110316.29264995673,3777.341646122008
170,Massachusetts,6.357162775592308,0.11294890440608919,---BAD!---,121758,9100,129498.35425230568,9110.278350300954
171,Michigan,0.3730695653952883,0.3269048294434655,----------,116295,6798,115861.13874892355,6820.222990305567
172,Minnesota,0.10408720606846307,0.48756086209224836,----------,78966,1899,78883.80649685598,1889.7412192288682
173,Mississippi,0.5856663370130868,1.190665764937324,----------,85939,2558,85435.68420663432,2588.4572302670967
174,Missouri,0.5407406631334641,0.5507942802032506,----------,91228,1607,90734.6931078366,1598.1487359171338
175,Montana,1.6442353270276755,1.0151317390817534,----------,8019,114,7887.148769125651,115.1572501825532
176,Nebraska,0.6080823528303991,1.6323421742008923,----------,35661,404,35444.15175215715,410.5946623837716
177,Nevada,0.5536624831143302,3.086442958275339,----------,70712,1375,71103.5058150598,1332.561409323714
178,New Hampshire,0.3460796392630589,0.4629629629629629,----------,7368,432,7342.500852179098,434.0
179,New Jersey,0.25401688384251514,0.14426413468809945,----------,193422,15978,192930.67546293413,15954.949476559535
180,New Mexico,0.37322647813297294,0.24623152802716164,----------,25902,794,25805.326877633997,795.9550783325357
181,New York,0.2359037221801452,0.5078472858981108,----------,437971,32982,436937.8101089304,33149.498191834915
182,North Carolina,0.354421015004363,1.5180173275433695,----------,174253,2839,173635.41074872445,2795.9034880710437
183,North Dakota,2.61491632105223,1.1889303357407925,----------,12973,150,12633.766905669894,151.7833955036112
184,Ohio,0.8795833164608224,2.024368669923992,----------,128444,4248,127314.22800500506,4162.004818901629
185,Oklahoma,0.5542380279187823,1.848744946064455,----------,62040,846,61696.15072747919,830.3596177562947
186,Oregon,0.308083091246589,0.7358209579988039,----------,27601,475,27686.03401401497,478.4951495504943
187,Pennsylvania,0.8339763217631189,0.30849901618763353,----------,142495,7735,141306.62544030364,7711.1376010978865
188,Rhode Island,0.14504120612680593,0.4475580450410868,----------,22243,1055,22275.261515478785,1050.2782626248165
189,South Carolina,0.44150786645672097,0.33617241236297957,----------,123325,2846,122780.51042369225,2836.4325331441496
190,South Dakota,0.09755866129718639,3.459161743751455,----------,14596,170,14581.760337797063,175.88057496437747
191,Tennessee,0.25797881997778377,0.7919866896535211,----------,160597,1837,161011.30624551972,1822.4512045110648
192,Texas,0.4570485490918748,0.059379474721935735,----------,651350,13426,648373.0142754901,13433.972288276167
193,Utah,0.5324560156853425,1.979103585353407,----------,53839,419,53552.33100571517,410.7075559773692
194,Vermont,0.9728092860561239,0.0,----------,1642,58,1657.9735284770416,58.0
195,Virginia,0.18307903597035236,1.7786787666521402,----------,124738,2662,124509.6308721113,2614.65157123172
196,Washington,0.40615912424994915,0.31952749664060254,----------,76335,1953,76645.0415674962,1946.759627990609
197,West Virginia,2.308813522602408,5.421564357611227,---BAD!---,11042,245,10787.060810834242,231.7171673238525
198,Wisconsin,1.2324685706007315,0.9629851787945709,----------,79354,1153,78375.9868904855,1141.8967808884986
199,Wyoming,0.12018290641167266,7.142857142857142,---BAD!---,3990,42,3994.7952979658257,39.0
200,Alabama,0.5707581436392303,0.7403233800938164,----------,131803,2275,132555.27635606081,2291.8423568971343
201,Alaska,1.8743938607371422,5.947575088779019,---BAD!---,5677,42,5570.590660525952,39.50201846271281
202,Arizona,0.7748904399058087,2.351578875071462,----------,205517,5207,203924.46841461878,5084.553287975029
203,Arkansas,0.7739662639041627,4.12133410059729,----------,64690,882,64189.3212238804,918.3501667672681
204,California,0.18696758977398334,2.3031673219126256,----------,735314,13709,733939.2011369293,13393.258791838998
205,Colorado,0.40419365196815377,1.187164791018897,----------,58966,1971,58727.66317118046,1947.6009819690175
206,Connecticut,0.20670699615305566,0.011190689346463742,----------,53365,4468,53254.69081150292,4467.5
207,Delaware,0.6242890521679636,0.08223684210526315,----------,17892,608,17780.302202786108,607.5
208,Florida,1.6370165898294593,3.3179267781357304,----------,643867,11811,633326.7903935628,12202.880331765611
209,Georgia,0.7847960961792607,1.044478241187597,----------,281548,5977,279338.4222871292,6039.428464475783
210,Hawaii,4.85917672547199,4.761904761904762,----------,9693,84,9222.0,80.0
211,Idaho,0.16615410149454438,1.3946256424556345,----------,33474,384,33418.381576065716,389.35536246702964
212,Illinois,1.5733674530653872,0.7599663298309842,----------,250102,8385,246166.9765325344,8321.276823243672
213,Indiana,0.10714621569438229,1.7420633809912354,----------,98961,3362,99067.03296651332,3303.4318291310747
214,Iowa,1.8710466766771037,0.1362400787819411,----------,69690,1164,68386.06757102373,1165.5858345170218
215,Kansas,0.5849284746274332,0.8417422649782343,----------,45656,480,45388.9450556241,475.9596371281045
216,Kentucky,2.237032470049175,0.3916216677002954,----------,52464,993,51290.3632849134,989.1111968397361
217,Louisiana,0.2785104092885375,0.7711523292947794,----------,151473,5035,151894.86807226163,5073.827519779992
218,Maine,0.02489437207780079,0.3731343283582089,----------,4633,134,4634.1533562583645,134.5
219,Maryland,0.6936610767306187,0.3670455974320253,----------,111607,3796,110832.82568209326,3782.0669491214803
220,Massachusetts,6.148348249707454,0.054547138565002574,---BAD!---,122196,9116,129709.03562721252,9120.972517151586
221,Michigan,0.5315363848591573,0.5018557423950534,----------,117191,6806,116568.0871952197,6840.156301827407
222,Minnesota,0.2723407849684242,0.394695378278063,----------,79880,1903,79662.45418096722,1895.4889469513685
223,Mississippi,0.44732573577063894,1.9076167465141962,----------,86478,2569,86091.16165022027,2618.0066742179497
224,Missouri,1.2121483850018604,3.3162673665655826,----------,93171,1668,92041.62922820992,1612.684660325686
225,Montana,1.8660176748063175,2.0659530952222958,----------,8164,116,8011.658317028812,118.39650559045786
226,Nebraska,0.18606480584230115,2.5080661942727254,----------,35805,404,35738.379496268164,414.1325874248618
227,Nevada,0.669218674813033,3.096762424377896,----------,71102,1388,71577.82786216556,1345.0169375496348
228,New Hampshire,0.880125544071526,0.5787037037037037,----------,7424,432,7358.65947960813,434.5
229,New Jersey,0.3227691746319375,0.16183136496602998,----------,193747,15985,193121.64440722586,15959.13125631018
230,New Mexico,0.4992703650918576,0.032523165479545924,----------,26048,800,25917.950055300873,800.2601853238364
231,New York,0.31882837997101754,0.6730601762994919,----------,438772,32987,437373.07034063357,33209.02236035591
232,North Carolina,0.32937605059511865,2.4012332289747658,----------,175815,2889,175235.9074966462,2819.628372014919
233,North Dakota,3.58449965174482,0.4447433006405281,----------,13334,155,12856.042816436346,154.31064788400718
234,Ohio,1.0929800183998393,1.5666354157501554,----------,129785,4256,128366.47588311977,4189.323996705673
235,Oklahoma,1.1481102732557964,1.3383832069967359,----------,63187,850,62461.54356163786,838.6237427405277
236,Oregon,0.26792470495824633,0.7099364683082262,----------,27856,480,27930.63310581317,483.4076950478795
237,Pennsylvania,0.9485420517971404,0.3957463613397141,----------,143280,7750,141920.92894818506,7719.329656996172
238,Rhode Island,0.5146878275310562,0.4001646801121768,----------,22243,1055,22357.482013477733,1050.7782626248165
239,South Carolina,0.442081179836898,0.3755795856840237,----------,124289,2877,123739.54172239252,2866.1945753198706
240,South Dakota,0.20598963587566543,3.159617257557376,----------,14889,173,14858.330203114472,178.46613785557426
241,Tennessee,0.11960164569605229,0.8699903135658977,----------,162362,1862,162556.18762398502,1845.800780361403
242,Texas,0.5902631601649699,0.16258027687512674,----------,655815,13576,651943.9656561641,13553.928101611433
243,Utah,0.628652454189636,1.9398924280609111,----------,54272,420,53930.8177400622,411.8524518021442
244,Vermont,1.1788208628543957,0.0,----------,1647,58,1666.415179611212,58.0
245,Virginia,0.14141019124188486,2.0013005880650296,----------,125681,2677,125503.27425754529,2623.425183257499
246,Washington,0.40183472951819754,0.08086047171348919,----------,76836,1953,77144.7537327726,1954.5792050125644
247,West Virginia,3.2715704993046852,4.1367341009327925,----------,11293,246,10923.541543513522,235.82363411170533
248,Wisconsin,1.4540933038393,1.8141264492154023,----------,80300,1168,79132.36307701704,1146.811003073164
249,Wyoming,1.030529801886516,5.952380952380952,---BAD!---,3990,42,4031.118139095272,39.5
250,Alabama,1.178586547834861,1.6806762906368031,----------,132314,2276,133873.43500490222,2314.2521923748936
251,Alaska,2.119698265818973,4.756730106990149,----------,5760,42,5637.905379888827,40.00217335506414
252,Arizona,0.6904716486408385,2.383957842613774,----------,205767,5221,204346.2372027412,5096.533561037135
253,Arkansas,0.8888646232189064,5.801592927691756,---BAD!---,65377,894,64795.886975278176,945.8662407735643
254,California,0.09423595492684911,1.914194476261712,----------,738856,13731,738159.7319928657,13468.161956464504
255,Colorado,0.43911189713201226,1.2119177500498206,----------,59251,1972,58990.82180983031,1948.1009819690175
256,Connecticut,0.07702950442332308,0.0,----------,53365,4468,53323.89320496449,4468.0
257,Delaware,1.0758798026512981,0.16420361247947454,----------,18043,609,17848.879007207626,608.0
258,Florida,1.7195231737958414,3.4769295620377156,----------,646431,11849,635315.4691523998,12260.981383805849
259,Georgia,0.910097365916798,0.8385600849640089,----------,283199,6037,280621.6133606973,6087.623872329277
260,Hawaii,4.901065449010654,3.5294117647058822,----------,9855,85,9372.0,82.0
261,Idaho,0.07513210657688806,2.6729973906650266,----------,33664,385,33689.29247235804,395.29103995406035
262,Illinois,1.3813059465705597,0.7164777255040963,----------,251515,8390,248040.80834848306,8329.887518830206
263,Indiana,0.25069897352009085,1.7853795503597356,----------,99804,3364,100054.20760353199,3303.9398319258985
264,Iowa,1.6441035519921714,0.667084801403298,----------,70215,1167,69060.5926909687,1174.7848796323765
265,Kansas,0.32631451721816934,0.0904793775316388,----------,45830,481,45979.54994324109,481.4352058059272
266,Kentucky,1.6272779526355676,0.5672847691313159,----------,52774,996,51915.220333276106,1001.6501563005479
267,Louisiana,0.16284835859789837,0.08885192138467034,----------,152868,5093,152619.05697117856,5097.525228356121
268,Maine,0.5870810820718051,0.7462686567164178,----------,4683,134,4655.506992926577,135.0
269,Maryland,0.6874661025883936,0.32886910328356544,----------,112119,3799,111348.21988043892,3786.5062627662574
270,Massachusetts,5.993737793956321,0.07586699904306243,---BAD!---,122562,9125,129908.04491502875,9131.92286366268
271,Michigan,0.0705434486691804,0.8391170790420677,----------,117191,6806,117273.6705729299,6863.110308399603
272,Minnesota,0.17509183294635267,0.40847949988573495,----------,80587,1909,80445.89874458352,1901.2021263471813
273,Mississippi,0.15883465099388822,2.466544832575018,----------,86888,2584,86749.99174844443,2647.7355184737385
274,Missouri,1.2015005119604634,3.4339416280009014,----------,94492,1685,93356.67813623832,1627.1380835681848
275,Montana,1.5336518961756342,3.9775324301582904,----------,8264,117,8137.259007300046,121.6537129432852
276,Nebraska,0.41235845410827476,3.3992523373681838,----------,35886,404,36033.978954841295,417.73297944296746
277,Nevada,0.620821104016111,2.2657301374530356,----------,71610,1389,72054.56999258594,1357.5290083907773
278,New Hampshire,0.9737279669548968,0.4618937644341801,----------,7447,433,7374.486478300869,435.0
279,New Jersey,0.39435688361227844,0.15866937369628778,----------,194058,15989,193292.71891879968,15963.6303538397
280,New Mexico,0.2917395377360788,0.19447642087471873,----------,26107,803,26030.835558883242,804.561645659624
