ForecastID,Confirmed,Deaths
242,1384851.463619704,23929.549247540534
243,228873.92030339284,1000.1432957451163
244,5573.137408742138,86.86424889149832
245,265241.23270005034,4292.379411679297
246,187326.7932123775,3023.524951320326
247,59527.89363068514,901.6250732768731
248,463698.117938136,4262.518303088905
249,38636.944180581646,299.9870858008784
250,286598.16443212336,4078.6587379549924
251,40794.66030019774,152.63600171789943
252,393178.8235872269,7173.627274415188
253,182204.75072963882,2758.5786348424444
254,1514064.1117877793,20575.532070225127
255,287636.6559319952,3614.234729419972
256,139766.5161796575,5272.508242017103
257,43150.85657474155,791.2674550693108
258,1112093.6996485735,19689.149622403722
259,528784.2355721998,10121.645225042092
260,19420.22916975806,273.95981725604383
261,118806.83023852011,1140.38190127943
262,847725.761539947,15148.318211630622
263,424337.03615738155,6642.830284220129
264,256914.264937071,2909.293347941173
265,188148.07178154684,2082.842648117453
266,218918.79619697214,2188.6759037177985
267,262010.86502739287,6661.791987394122
268,14670.540890600449,250.40867705451362
269,229739.56290703456,5009.201031171118
270,279169.085320645,11216.378096905157
271,475580.1368971508,11164.981595556354
272,381660.473784424,4344.67225824541
273,174366.6846693421,4074.664209519765
274,349991.35983412305,4534.046238773352
275,72621.21633419425,799.8265837553129
276,150734.68270316144,1326.8565491236134
277,182117.18833124766,2440.599739250994
278,27852.889598320708,581.9154252891179
279,393519.08989347063,17668.73918797286
280,118726.76937569458,1937.3422405659885
281,761013.1793351817,35598.61753905074
282,415913.2307654983,5713.545822057478
283,86730.3062101453,1094.649875564425
284,524013.164983114,7454.594741847097
285,232747.31737430848,1986.6896393251993
286,92941.138131544,1141.748841369612
287,481579.5301783552,12083.042071982449
288,68439.21277434088,1460.622806248388
289,243409.09545343576,4652.064986821071
290,91292.58470078246,1237.698671768294
291,427306.38303435186,5197.5384840670495
292,1399710.2009706493,24162.85069371155
293,232124.30850757306,1013.5216071995995
294,5710.4851615437565,88.44881073591878
295,268075.9747138174,4309.858704745042
296,189636.679362054,3043.5907767090735
297,60736.210517231346,916.6769500845434
298,469273.47600364476,4328.548099303069
299,39174.32226929608,306.44936536395227
300,289800.2069186907,4111.612816810477
301,41558.05013065874,154.1892411769681
302,399007.0592470166,7216.073480043679
303,184273.61891767624,2782.1108320540266
304,1550171.970116632,20715.855282983015
305,292740.65794826415,3657.868564760237
306,141730.72094093825,5292.01194719143
307,43834.75458747322,792.7302616852855
308,1123351.2776635138,19793.270974333704
309,534159.2049707611,10186.369524275267
310,19534.604626835586,276.2088629590019
311,120341.60194602699,1153.9482634407093
312,858881.1973288517,15359.514610218013
313,433141.2708438731,6716.687567643145
314,259248.02041194472,2949.09719493096
315,191052.93393210488,2098.18383125096
316,222453.24369177796,2209.8791574443603
317,264402.2521462698,6679.763095486314
318,14929.519743993926,254.32257478670613
319,232654.04673349668,5040.520417319081
320,283716.446266051,11261.22279607289
321,482934.59169900184,11322.35695739516
322,387792.81459922245,4400.776257255196
323,176197.80634742056,4096.398146496768
324,354131.8216438743,4579.063350091081
325,73560.07120579742,810.3481210475269
326,152788.29801693893,1349.5868126131488
327,184895.5541120756,2463.5867466793156
328,28463.79717007703,585.8468336056967
329,398807.72305330227,17735.020690384223
330,120744.72651455596,1970.9850130675416
331,774027.3708886631,35744.51758914394
332,421074.7375440301,5747.200838114833
333,87453.29528260179,1108.66558324144
334,534383.6068629248,7534.1844049077445
335,236055.27496750845,2005.8331110671495
336,94583.61607331567,1161.4852475807645
337,494638.51340131846,12248.695038337068
338,69477.17646905176,1468.4395189148577
339,245794.77110286418,4674.901159083577
340,92303.93197145493,1262.8734981958955
341,432528.7613407207,5246.6827378529915
342,1413892.5558580458,24386.909621975803
343,235387.91605343344,1026.1079724263761
344,5848.355259393827,90.03437876623842
345,270920.59447635757,4327.31539314595
346,191955.56337599255,3063.6770031185883
347,61949.43059916701,931.7872134303194
348,474758.69994580606,4394.786628957135
349,39717.48517393841,312.94441159689427
